author,title,description,url,source,image,category,language,country,published_at
Ricardo Bonfim,Quais são as primeiras impressões do mercado sobre a anulação das condenações de Lula pelo STF? 5 analistas comentam,"Sessão é de forte perda para o Ibovespa e de disparada para o dólar, com analistas e economistas vendo aumento da chance de populismo no radarThe post Quais são as primeiras impressões do mercado sobre a anulação das condenações de Lula pelo STF? 5 analistas comentam appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/quais-sao-as-primeiras-impressoes-do-mercado-sobre-a-anulacao-das-condenacoes-de-lula-pelo-stf-5-analistas-comentam/,InfoMoney,,business,pt,br,2021-03-08T20:38:18+00:00
lucasbombana,“O ambiente é bom e é para estar no risco”: entenda por que a SPX está tão otimista com 2021,"Sem enxergar riscos extremos no radar, gestora conhecida por viés mais pessimista que a média aposta em ações e commodities em alta com dólar fraco
The post “O ambiente é bom e é para estar no risco”: entenda por que a SPX está tão otimista com 2021 appeared first on InfoMoney.",https://www.infomoney.com.br/onde-investir/o-ambiente-e-bom-e-e-para-estar-no-risco-entenda-por-que-a-spx-esta-tao-otimista-com-2021/,InfoMoney,,business,pt,br,2021-01-11T19:18:41+00:00
marianafonseca,"Primeiros passos no e-commerce: startup recebe US$ 2,2 milhões para digitalizar comerciantes","Fundos globais e anjos de empresas como iFood, Stone, Olist, Viva Real e Paypal estão entre investidores da Dolado. Startup reúne 3,5 mil negócios
The post Primeiros passos no e-commerce: startup recebe US$ 2,2 milhões para digitalizar comerciantes appeared first on InfoMoney.",https://www.infomoney.com.br/negocios/primeiros-passos-no-e-commerce-startup-recebe-us-22-milhoes-para-digitalizar-comerciantes/,InfoMoney,,business,pt,br,2020-12-09T12:15:51+00:00
,Preços do petróleo sobem com corte de produção saudita e queda de estoques nos EUA,"Contratos futuros devolveram ganhos em negócios pós-fechamento, após manifestantes invadirem o edifício do Capitólio norte-americano. Os preços do petróleo avançaram nesta quarta-feira (6) para os maiores níveis desde fevereiro, após a Arábia Saudita anunciar um enorme corte voluntário de produção e os Estados Unidos reportarem uma firme queda nos estoques locais da commodity.
Os contratos futuros, porém, devolveram ganhos em negócios pós-fechamento, após manifestantes invadirem o edifício do Capitólio norte-americano em uma tentativa de barrar a certificação da derrota de Donald Trump na eleição presidencial de novembro.
Manifestantes pró-Trump invadem o Capitólio americano
O petróleo Brent fechou em alta de 0,70 dólar, ou 1,3%, a US$ 54,30 por barril. Mais cedo na sessão, a referência internacional atingiu uma máxima de US$ 54,73, patamar que não era visto desde 26 de fevereiro de 2020.
O petróleo dos EUA (WTI) avançou 0,70 dólar, ou 1,4%, para US$ 50,63 o barril. O contrato chegou a bater 50,94 dólares, maior nível desde o final de fevereiro.
Durante a sessão, o mercado respondeu à queda nos estoques de petróleo norte-americanos e aos cortes de produção planejados pelos sauditas.
Mas o grande consumo pelas refinarias pode ter vida curta, segundo o diretor de futuros de energia do Mizuho, Bob Yawger. 
""Queimamos um monte de petróleo para fazer muitos produtos refinados, mas não há demanda para esses produtos... Você não consegue operar em uma taxa tão alta para sempre, com os números que estamos vendo"", disse.
Vídeos: Últimas notícias de economia",https://g1.globo.com/economia/noticia/2021/01/06/precos-do-petroleo-sobem-com-corte-de-producao-saudita-e-queda-de-estoques-nos-eua.ghtml,G1 - Economia,,business,pt,br,2021-01-06T22:15:31+00:00
,Banco Central registra lucro de R$ 469 bilhões em 2020,"Alta do dólar gerou a maior parte do resultado positivo, por conta da valorização das reservas internacionais. Parte do resultado positivo já foi repassado ao Tesouro para ajudar na administração da dívida pública. O Banco Central informou que registrou um lucro de R$ 469,611 bilhões em 2020. O balanço do BC foi aprovado nesta quinta-feira (26) pelo Conselho Monetário Nacional (CMN), formado pelos ministros da Economia, pelo secretário especial de Fazenda da pasta e pelo presidente do BC. Segundo o governo, no primeiro semestre de 2020 o BC teve lucro de R$ 503,22 bilhões, enquanto...",https://g1.globo.com/economia/noticia/2021/02/26/banco-central-registra-lucro-de-r-469-bilhoes-em-2020.ghtml,G1 - Economia,,business,pt,br,2021-02-26T17:34:28+00:00
,Vale sela acordo por fatia da Mitsui em Moçambique e mira sair de negócio de carvão,"Mineradora disse que intenção de sair do negócio está em linha com o foco da companhia em priorizar as atividades mais rentáveis e agenda ambiental, social e de governança. Logotipo da Vale em sede da empresa no Rio de Janeiro
Ricardo Moraes/Reuters
A Vale assinou acordo com a Mitsui para aquisição da totalidade da participação da empresa japonesa (15%) na mina de carvão de Moatize, em Moçambique, bem como compra dos 50% de participação e todos os créditos minoritários que a empresa detém no Corredor Logístico de Nacala (CLN).
O acerto permitirá a estruturação da saída da Mitsui dos ativos, disse a Vale em comunicado na noite de quinta-feira, ao acrescentar que pretende também desinvestir do negócio de carvão.
O acordo prevê que a Vale comprará por 1 dólar a fatia da Mitsui nos ativos de mina e logística. Após o fechamento da transação, a mineradora brasileira consolidará todos os ativos e passivos da CLN, incluindo o projeto do Corredor de Nacala, que tem cerca de US$ 2,5 bilhões de saldo remanescente, explicou a companhia.
""Com o acordo para a aquisição das participações da Mitsui e, consequentemente, a simplificação da governança e da gestão dos ativos, a Vale iniciará o processo de desinvestimento da sua participação no negócio de carvão, que será pautado na preservação da continuidade operacional de Moatize e do CLN, com a busca de um terceiro interessado nestes ativos"", acrescentou.
A intenção de sair do negócio de carvão ""está em linha com o foco da companhia em priorizar seus negócios core e sua agenda ESG (ambiental, social e de governança, na sigla em inglês)"", disse a Vale.
A empresa também pretende se tornar neutra em carbono até 2050, reduzindo em 33% suas emissões de escopos 1 e 2 até 2030.
A Vale acrescentou que, com um futuro refinanciamento do project finance do Corredor de Nacala, simplificando sua estrutura, deverá obter economia anual estimada de aproximadamente 25 milhões de dólares.
Em paralelo, a Vale anunciou iniciativas que visam reduzir custos e aumentar a produção em Moatize, que poderia alcançar um ritmo de 15 milhões de toneladas por ano no segundo semestre de 2021 e 18 milhões de toneladas por ano em 2022.
Vídeos: veja mais notícias de economia",https://g1.globo.com/economia/noticia/2021/01/21/vale-sela-acordo-por-fatia-da-mitsui-em-mocambique-e-mira-sair-de-negocio-de-carvao.ghtml,G1 - Economia,https://s2.glbimg.com/Vba8EwAoMWX7iVVMUMPVMXcKctw=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/j/N/Ld2OiDT9Wqbow6p5OBow/2019-03-11t215730z-2002302987-rc182e50a330-rtrmadp-3-vale-sa-port-closure.jpg,business,pt,br,2021-01-21T11:05:56+00:00
,Tesouro Nacional anuncia que voltará a emitir títulos no mercado externo,"Essa é a primeira operação dessa natureza desde junho deste ano. Indicadores recentes mostram apetite maior de investidores externos por mercados emergentes. A Secretaria do Tesouro Nacional informou nesta quarta-feira (2) que concedeu mandato para a emissão de títulos da dívida externa com vencimento em 2025, 2030 e 2050, ou seja, com prazo de cinco, dez e trinta anos. O resultado da operação será divulgado no final desta tarde.
A última operação dessa natureza havia sido realizada em junho deste ano, quando o governo brasileiro emitiu US$ 3,5 bilhões em títulos da dívida externa no mercado internacional.
A captação de recursos no mercado externo acontece em meio ao crescimento de casos do coronavírus, que os analistas têm avaliado como uma possível segunda onda da pandemia. 
Entretanto, também está havendo uma melhora no apetite de investidores internacionais por aplicações em países emergentes, em linha com notícias positivas sobre o desenvolvimento de vacinas e com o fim de incertezas eleitorais nos Estados Unidos.
Em outubro, segundo dados do Banco Central, o valor de aplicações financeiras de estrangeiros em outubro é foi maior em 21 meses. 
Os fluxos de portfólio para os emergentes ficaram positivos em US$ 76,5 bilhões em novembro, bem acima de outubro, segundo o Instituto Internacional de Finanças (IIF).
 ""O objetivo da operação é dar continuidade à estratégia do Tesouro Nacional de promover a liquidez da curva de juros soberana em dólar no mercado externo, provendo referência para o setor corporativo, e antecipar financiamento de vencimentos"", informou o Tesouro Nacional.
Captações externas
Os investidores que compram esses papéis da dívida pública pagam em dólar ou outras moedas, como euro, e até em reais. Na data do chamado resgate, eles recebem de volta o valor pago ao governo brasileiro. Além disso, o Brasil paga juros a esses investidores, a cada seis meses ou um ano, dependendo do contrato.
O lançamento de bônus no mercado externo funciona como um leilão: os investidores fazem suas propostas de taxa de juros e quantidade de títulos que desejam receber, e o Tesouro aceita ou não. As ofertas são feitas aos bancos contratados pelo Tesouro Nacional para liderar a operação.",https://g1.globo.com/economia/noticia/2020/12/02/tesouro-nacional-anuncia-que-voltara-a-emitir-titulos-no-mercado-externo.ghtml,G1 - Economia,,business,pt,br,2020-12-02T14:36:52+00:00
,Instagram remove centenas de contas hackeadas em razão de nomes de usuários valiosos,"Perfis com grande alcance podem ser vendidos por dezenas de milhares de dólares.  Instagram remove centenas de contas hackeadas
Thiago Lavado/G1
O Instagram excluiu nesta quinta-feira (4) centenas de contas que foram hackeadas e vendidas por causa de seus nomes de usuário de alto valor. A rede social também eliminou contas de pessoas por trás dessa ação.
Os nomes de usuário, que podem ser vendidos por dezenas de milhares de dólares, costumam ser palavras curtas valorizadas por sua escassez, como @food ou letras como @B. Empresas de mídia social, incluindo o Instagram, têm regras contra a venda de contas.
Uma porta-voz do Facebook, grupo dono do Instagram, disse que as pessoas envolvidas nesta prática são figuras populares em uma comunidade conhecida como OGUsers, que troca nomes de usuários desejáveis por sites populares do Twitter ao Netflix por dinheiro e influência.
As pessoas acusadas de participar de um grande ataque ao Twitter no ano passado, quando uma série de contas de personalidades e políticos foram sequestradas, também têm ligações com essa prática e com o fórum online OGUsers.
Foi a primeira vez que o Facebook compartilhou suas ações de fiscalização sobre essa atividade, embora tenha afirmado que esteja removendo continuamente contas que promovem tal prática.
A porta-voz do Facebook disse que 'phishing' e troca de SIM - onde os hackers obtêm acesso a um telefone para entrar nas contas associadas a ele - são formas populares de roubar nomes de usuário do Instagram. Mas ela disse que o Facebook também registrou um aumento em métodos como assédio e extorsão.
Download seguro: saiba como baixar programas legítimos
O Facebook, que afirmou estar trabalhando com a polícia, disse que muitas pessoas envolvidas nessa prática são menores de idade. A companhia disse que enviou alertas para cerca de uma dezena de pessoas por trás do ataque hacker e da venda de cerca de 400 contas.
As contas desativadas incluíam as de swappers, que movem os nomes de usuário para novas contas do Instagram e intermediários, que supervisionam as transações entre os compradores e vendedores de nomes de usuário e recebem uma parte do dinheiro, geralmente em bitcoin.
Ações de Twitter e TikTok
O Twitter e o TikTok também disseram que recentemente tomaram medidas contra OGUsers. O Twitter também suspendeu permanentemente uma série de contas da rede OGUsers, disse um porta-voz, acrescentando que sua investigação foi feita em conjunto com o Facebook. 
Uma porta-voz da TikTok disse que recentemente recuperou uma série de nomes de usuário que OGUsers registraram com o objetivo de vendê-los com lucro.",https://g1.globo.com/economia/tecnologia/noticia/2021/02/04/instagram-remove-centenas-de-contas-hackeadas-em-razao-de-nomes-de-usuarios-valiosos.ghtml,G1 - Economia,https://s2.glbimg.com/68PBjmoUWsSXKR95UxuvBYjPWPI=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2019/q/u/c5EdnoTBe2XK3ZAKSIwg/instagram-thiagolavadog1.jpg,business,pt,br,2021-02-04T20:10:30+00:00
,Bovespa opera perto da estabilidade,"Nesta quarta-feira, o Ibovespa fechou em queda de 0,23%, a 119.100 pontos.  Painel da B3 - Bovespa
Nelson Almeida/ AFP
O principal índice da bolsa de valores brasileira, a B3, abriu em estabilidade nesta quinta-feira (7), com os investidores de olho nos Estados Unidos, que confirmou a eleição de Joe Biden, e na campanha de vacinação no Brasil. 
Às 10h05, o Ibovespa operava em alta de 0,03%, a 119.141 pontos.
Nesta quarta-feira (6), o índice fechou com queda de 0,23%, a 119.100 pontos, nesta quarta-feira (6), depois de registrar recorde de pontuação e ultrapassar os 120 mil pontos. 
Em 2020, o Ibovespa acumulou ganhos de 2,92%. Em dezembro, a alta foi de 9,30%. 
O dólar fechou em alta nesta quarta-feira, a R$ 5,30.
Por que as Bolsas bateram recordes em 2020 enquanto a economia mundial afundou
Investimentos estrangeiros na B3 somam R$ 56 bilhões no 4º trimestre
Cenário global e local
O Congresso americano confirmou na madrugada desta quinta-feira (7) a vitória de Joe Biden na eleição, e o presidente eleito tomará posse em 20 de janeiro. O presidente dos Estados Unidos, Donald Trump, afirmou que ""haverá uma transição ordeira em 20 de janeiro"". A declaração foi feita após apoiadores do presidente invadirem o Capitólio, sede do Congresso americano. Quatro pessoas morreram durante a invasão, segundo a polícia.
No cenário local, o ministro da Saúde, general Eduardo Pazuello, disse em reunião ministerial na quarta-feira (6) que o governo começará a vacinar a população contra a Covid-19 antes do próximo dia 25 — data estabelecida pelo governador João Doria (PSDB), adversário político de Jair Bolsonaro, para o início da vacinação em São Paulo.
Para analistas, a moeda brasileira volta a sentir os efeitos do juro baixo, que tira do câmbio o amortecedor para eventos de maior estresse externo ou interno. Com a queda da Selic a 2% ao ano e a inflação acima de 3%, o juro real no Brasil está negativo, o que desestimula a compra de reais por investidores em busca de lucros em operações de ""carry trade"" --nas quais no passado o real era destaque.
No dia anterior, o Banco Central anunciou oferta líquida de até US$ 500 milhões em contratos de swap cambial tradicional e vendeu todo o lote. O BC já havia conduzido ofertas líquidas de swap cambial ao longo de dezembro, a fim de mitigar o efeito de compras bilionárias de dólares na esteira do desmonte do ""overhedge"". E, desde o fim de dezembro, o real voltou a descolar de pares emergentes, mostrando desempenho pior, quadro que potencializa novas intervenções cambiais pelo BC.
Histórico de fechamento do Ibovespa
G1
VÍDEOS: Últimas notícias de Economia
a",https://g1.globo.com/economia/noticia/2021/01/07/bovespa.ghtml,G1 - Economia,https://s2.glbimg.com/46C4or-4GqMftg6KPOilEINCu5o=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/C/c/FwsIXETS6K61xm99LqYA/000-1pl7t0.jpg,business,pt,br,2021-01-07T13:06:05+00:00
,"Analistas do mercado financeiro sobem estimativa de inflação para 4,35% em 2020","Previsão ainda está no intervalo previsto pela meta, de 2,5% a 5,5%. Economistas ouvidos pelo Banco Central estimaram queda de 4,41% no Produto Interno Bruto (PIB).  Os analistas do mercado financeiro elevaram sua estimativa de inflação para 2020 pela décima oitava semana seguida, que passou de 4,21% para 4,35%.
As expectativas fazem parte do boletim de mercado conhecido como relatório ""Focus"", divulgado nesta segunda-feira (14) pelo Banco Central (BC). Os dados foram levantados na semana passada em pesquisa com mais de 100 instituições financeiras.
Para o Índice de Preços ao Consumidor Amplo (IPCA), a inflação oficial do país, a expectativa do mercado para este ano passou de 3,54% para 4,21%.
Com a alta, a expectativa do mercado para o Índice de Preços ao Consumidor Amplo (IPCA), a inflação oficial do país, segue acima da meta central de inflação de 4% para 2020, mas ainda está dentro do intervalo de tolerância existente.
Pela regra vigente, o IPCA pode oscilar de 2,5% a 5,5% neste ano sem que a meta seja formalmente descumprida. Quando a meta não é cumprida, o BC tem de escrever uma carta pública explicando as razões.
A meta de inflação é fixada pelo Conselho Monetário Nacional (CMN). Para alcançá-la, o Banco Central eleva ou reduz a taxa básica de juros da economia (Selic).
No decorrer do ano, com a pandemia do novo coronavírus e a recessão na economia brasileira, o mercado baixou a estimativa de inflação. Nos últimos meses, porém, com a alta do dólar e com a retomada da economia, os preços voltaram a subir. 
Em outubro, a inflação oficial do país subiu para 0,86%, a maior desde 2002 e, em novembro, avançou para 0,89% - o maior resultado para esse mês desde 2015.
Para 2021, o mercado financeiro manteve em 3,34% sua previsão de inflação. No ano que vem, a meta central de inflação é de 3,75% e será oficialmente cumprida se o índice oscilar de 2,25% a 5,25%.
Retração da economia
Sobre o comportamento da economia brasileira em 2020, os economistas do mercado financeiro elevaram sua estimativa de tombo do Produto Interno Bruto (PIB) de 4,40% para 4,41% na semana passada.  
O PIB é a soma de todos os bens e serviços produzidos no país e serve para medir a evolução da economia.
Na última semana, o mercado manteve em 3,50% a sua estimativa média de expansão do PIB para 2021.
A expectativa para o nível de atividade foi feita em meio à pandemia do novo coronavírus, que tem derrubado a economia mundial e colocado o mundo no caminho de uma recessão. Nos últimos meses, porém, indicadores têm mostrado uma retomada da economia brasileira.
Em novembro, o governo brasileiro baixou de 4,7% para 4,5% sua previsão para a retração do PIB em 2020.
O Banco Mundial prevê uma queda de 5,4% no PIB brasileiro e o Fundo Monetário Internacional (FMI) estima um tombo de 5,8% em 2020.
Em 2019, segundo dados do Instituto Brasileiro de Geografia e Estatística (IBGE), o PIB cresceu 1,1%. Foi o desempenho mais fraco em três anos.
Após recuar nos dois primeiros trimestres deste ano, o PIB apresentou uma alta de 7,7% entre julho e setembro – contra os três meses anteriores. O resultado confirmou a saída do país da chamada ""recessão técnica"", mas ainda não recuperou as perdas registradas durante a pandemia.
Taxa básica de juros
Após a manutenção da taxa básica de juros em 2% ao ano em dezembro, na última reunião deste ano, o mercado segue prevendo alta na taxa Selic no ano que vem. A expectativa dos economistas é de que a taxa suba para 3% ao ano no fim de 2021.
Outras estimativas
Dólar: a projeção para a taxa de câmbio no fim de 2020 recuou de R$ 5,38 para R$ 5,22. Para o fechamento de 2021, a estimativa caiu de R$ 5,20 para R$ 5,10 por dólar.
Balança comercial: para o saldo da balança comercial (resultado do total de exportações menos as importações), a projeção em 2020 subiu de US$ 57,90 bilhões para US$ 58 bilhões de resultado positivo. Para o ano que vem, a estimativa dos especialistas do mercado permaneceu em US$ 56,50 bilhões de superávit.
Investimento estrangeiro: a previsão do relatório para a entrada de investimentos estrangeiros diretos no Brasil neste ano caiu de US$ 45 bilhões para US$ 43,15 bilhões. Para 2021, a estimativa ficou estável em US$ 60 bilhões.",https://g1.globo.com/economia/noticia/2020/12/14/analistas-do-mercado-financeiro-sobem-estimativa-de-inflacao-para-435percent-em-2020.ghtml,G1 - Economia,,business,pt,br,2020-12-14T11:32:08+00:00
,"Venda de vinhos tem alta de 31% em 2020, impulsionada pela quarentena","Pandemia do coronavírus reduziu comemorações que priorizavam outras bebidas; expectativa para 2021 é mais contida por conta da crise econômica. Vinho: foram 501,1 milhões de litros comercializados em 2020 contra 383,9 milhões de litros no ano anterior.
Freepik
Na contramão de setores que sofreram com a pandemia do coronavírus, o mercado de vinhos teve alta de 31% em 2020. Ao todo, foram 501,1 milhões de litros comercializados em 2020 contra 383,9 milhões de litros no ano anterior.
Como mostrou o G1 em outubro, as vendas subiram no ano passado por conta do isolamento social. Subiu a preferência pela bebida para momentos de lazer em casa.
Wine pede suspensão de sua entrada na bolsa
O levantamento final de 2020 foi cedido com exclusividade ao G1 pela Ideal Consulting, empresa que mede o comércio entre as vinícolas e supermercados, lojas e restaurantes, somando importações. Os números captam, portanto, a formação de estoque e não a venda na ponta.
A venda de vinhos nacionais subiu 32,4% no ano passado, enquanto os importados tiveram crescimento de 26,5%. Assim, o produto brasileiro ganhou 3 pontos percentuais no mercado.
A preferência por vinhos daqui é efeito direto do dólar mais alto. A moeda americana teve alta acumulada de 29% no ano, elevando junto o preço de produtos importados.
A boa notícia para produtores é que os vinhos finos brasileiros ganharam 2 pontos percentuais do mercado, um crescimento de 100% em 2020. 
Casal pede vinho barato em restaurante de NY e recebe garrafa de US$ 2 mil por engano
Os finos são aqueles de qualidade mais alta, feitos com uvas próprias para a produção da bebida (vitiviníferas). São eles que tentam bater de frente com produtores vizinhos, como Argentina, Chile e Uruguai, e que têm ampla procura de quem aprecia a bebida.
""Foi um ano atípico. O desafio para 2021 será sustentar esse crescimento, com as pessoas voltando às suas rotinas, com crise econômica, câmbio desfavorável e aumento do preço dos vinhos brasileiros por conta da falta de insumos"", diz Felipe Galtaroça, CEO da Ideal Consulting. 
Segundo Galtaroça, a moeda americana será decisiva também no ano que virá. Por conta das pressões de mercado de commodities, por exemplo, as vinícolas brasileiras sofreram com a falta de garrafas e caixas de papelão nos últimos meses. 
As importadoras, diz, também aproveitaram para formar estoque com o enfraquecimento do dólar depois das eleições americanas. Houve, então, queda de procura em dezembro e haverá nos primeiros meses deste ano.
Felipe Galtaroça, CEO da Ideal Consulting: mercado de vinhos sofrerá pressão da crise econômica e falta de insumos produtivos
Divulgação
Mercado de vinhos comemora crescimento recorde nas vendas
Consumo
A Ideal estima ainda que o volume consumido em litros por habitante no Brasil tenha crescido substancialmente. Em 2019, cada brasileiro bebia, em média, 2,13 litros de vinho ao ano, segundo a empresa. O resultado apurado de 2020 foi de 2,78 litros no ano.
A autoridade máxima nessa estatística, a Organização Internacional da Vinha e do Vinho (OIV), nem mesmo divulgou o resultado para 2019. Em 2018, o número apurado no Brasil foi de 2 litros anuais para cada habitante.
A diferença para outros mercados é considerável. O líder do ranking da OIV foi Portugal, que teve consumo de 62 litros per capita naquele ano. Franceses beberam 50 litros em média. Italianos, 44 litros. Argentinos, 25 litros. Em outras palavras: a cada garrafa bebida por um brasileiro, mais de 30 são consumidas por um português.
VÍDEOS: Últimas notícias de Economia
,",https://g1.globo.com/economia/noticia/2021/01/19/venda-de-vinhos-tem-alta-de-31percent-em-2020-impulsionada-pela-quarentena.ghtml,G1 - Economia,https://s2.glbimg.com/ZrrfpriFypHRyQ00f0e-U-i2G5g=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/B/U/QAhxtVSAm5rRd97JCb8w/vinho.jpg,business,pt,br,2021-01-19T08:01:20+00:00
