author,title,description,url,source,image,category,language,country,published_at
Josué Guedes,"Dólar, juros e bolsa disparando ao mesmo tempo: quem é o mentiroso do mercado?","Para Mariana Dreux, gestora das estratégias macro da Truxt Investimentos, os três estão contando uma certa verdade.
The post Dólar, juros e bolsa disparando ao mesmo tempo: quem é o mentiroso do mercado? appeared first on InfoMoney.",https://www.infomoney.com.br/stock-pickers/dolar-juros-e-bolsa-disparando-ao-mesmo-tempo-quem-e-o-mentiroso-do-mercado/,InfoMoney,,business,pt,br,2021-01-12T18:18:07+00:00
Agência Estado,Biden afirma que pacote fiscal inteiro estará na soma de trilhões de dólares,"Biden reafirmou estar ""comprometido a vacinar 100 milhões de pessoas nos primeiros 100 dias"" e a ajuda aos mais vulneráveis
The post Biden afirma que pacote fiscal inteiro estará na soma de trilhões de dólares appeared first on InfoMoney.",https://www.infomoney.com.br/economia/biden-afirma-que-pacote-fiscal-inteiro-estara-na-soma-de-trilhoes-de-dolares/,InfoMoney,,business,pt,br,2021-01-08T21:43:00+00:00
Ricardo Bonfim,Ibovespa Futuro sobe com apresentação de estímulos nos EUA; dólar e DIs caem,"Pré-market mostra ganhos depois do índice à vista cair na véspera e investidores repercutem ata do Copom
The post Ibovespa Futuro sobe com apresentação de estímulos nos EUA; dólar e DIs caem appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-apresentacao-de-estimulos-nos-eua-dolar-e-dis-caem/,InfoMoney,,business,pt,br,2020-12-15T12:19:26+00:00
Bloomberg,Mercado diz que só aumento agressivo da Selic pode segurar dólar,Operadores de câmbio dizem que seria necessário uma elevação de um ponto percentual para conseguir impulsionar o realThe post Mercado diz que só aumento agressivo da Selic pode segurar dólar appeared first on InfoMoney.,https://www.infomoney.com.br/onde-investir/mercado-diz-que-so-aumento-agressivo-da-selic-pode-segurar-dolar/,InfoMoney,,business,pt,br,2021-03-15T15:02:51+00:00
Josué Guedes,"Comprada em infraestrutura e bitcoin, vendida em dólar; a carteira da Forpus para 2021","Luiz Nunes (sócio da Forpus) é o convidado do 1º Coffee & Stocks de 2021; fundo da gestora reabrirá para captação 18 de janeiro
The post Comprada em infraestrutura e bitcoin, vendida em dólar; a carteira da Forpus para 2021 appeared first on InfoMoney.",https://www.infomoney.com.br/stock-pickers/comprada-em-infraestrutura-e-bitcoin-vendida-em-dolar-a-carteira-da-forpus-para-2021/,InfoMoney,,business,pt,br,2021-01-04T12:53:18+00:00
Bloomberg,Mercado Livre planeja emissão de títulos em dólares para financiar investimentos,"O Mercado Livre deve vender cerca de US$ 1 bilhão em títulos de dívida em duas tranches com vencimento de 5 a 10 anos
The post Mercado Livre planeja emissão de títulos em dólares para financiar investimentos appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/mercado-livre-planeja-emissao-de-titulos-em-dolares-para-financiar-investimentos/,InfoMoney,,business,pt,br,2021-01-06T12:00:28+00:00
marianadavila,XP lança primeiro ETF na B3 que replica preço médio do ouro em dólar,"Fundo com aplicação inicial de R$ 10 compra cotas de ETF no exterior da BlackRock e tem taxa de administração de 0,30% ao ano
The post XP lança primeiro ETF na B3 que replica preço médio do ouro em dólar appeared first on InfoMoney.",https://www.infomoney.com.br/onde-investir/xp-lanca-primeiro-etf-na-b3-que-replica-preco-medio-do-ouro-em-dolar/,InfoMoney,,business,pt,br,2020-12-16T18:38:27+00:00
Ricardo Bonfim,"Ibovespa fecha em queda de 0,7% antes de “Super Quarta”; dólar cai a R$ 5,61","Mercado registrou perdas em um pregão que foi teve muita ansiedade por decisões de política monetáriaThe post Ibovespa fecha em queda de 0,7% antes de &#8220;Super Quarta&#8221;; dólar cai a R$ 5,61 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-de-07-antes-de-super-quarta-dolar-cai-a-r-561/,InfoMoney,,business,pt,br,2021-03-16T20:31:12+00:00
Ricardo Bonfim,Ibovespa Futuro sobe com início da vacinação nos EUA e novidade sobre estímulos; dólar cai,"Pré-market mostra ganhos na esteira de boas notícias vindas do exterior, enquanto o cenário doméstico é dominado pela votação da LDO e por indicadores
The post Ibovespa Futuro sobe com início da vacinação nos EUA e novidade sobre estímulos; dólar cai appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-inicio-da-vacinacao-nos-eua-e-novidade-sobre-estimulos-dolar-cai/,InfoMoney,,business,pt,br,2020-12-14T12:13:47+00:00
Ricardo Bonfim,Ibovespa cai com expectativa por informações sobre novo auxílio antes do Carnaval; dólar zera ganhos,Mercado registra perdas depois do otimismo da véspera enquanto os ruídos fiscais seguem na pautaThe post Ibovespa cai com expectativa por informações sobre novo auxílio antes do Carnaval; dólar zera ganhos appeared first on InfoMoney.,https://www.infomoney.com.br/mercados/ibovespa-cai-com-expectativa-por-informacoes-sobre-novo-auxilio-antes-do-carnaval-dolar-zera-ganhos/,InfoMoney,,business,pt,br,2021-02-12T13:19:16+00:00
Bloomberg,Oi aumenta incentivo financeiro a detentores de títulos em dólar para novos empréstimos,"A Oi elevou a oferta de US$ 5 por cada US$ 1.000 em notas para US$ 10, de acordo com informações obtidas pela BloombergThe post Oi aumenta incentivo financeiro a detentores de títulos em dólar para novos empréstimos appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/oi-aumenta-incentivo-financeiro-a-detentores-de-titulos-em-dolar-para-novos-emprestimos/,InfoMoney,,business,pt,br,2021-03-23T20:50:53+00:00
,Para onde o dólar vai em 2021? Entenda os fatores que pesam no câmbio,"O G1 consultou economistas para analisar os motivos que fazem o dólar oscilar tanto, entre eles o risco fiscal, o fluxo cambial e a transição política nos EUA. Por que o dólar continua acima de R$ 5 mesmo enquanto se enfraquece no mundo?
GETTY IMAGES via BBC
O dólar começou 2021 como uma verdadeira montanha-russa: em 11 de janeiro, a moeda norte-americana foi cotada a R$ 5,5031, maior nível desde 5 de novembro. Sete dias depois, no dia 18, ela caiu para R$ 5,3042.
Nesta sexta-feira (22), o dólar fechou em alta de 2,17%, a R$ 5,4795, maior variação percentual diária em quatro meses.
Entre altas e baixas, até 19 de janeiro, o real acumula desvalorização anual de 1,8% em relação ao dólar. A moeda ocupa a 17ª posição entre outras 62 também com desempenho negativo, como o bolivar, da Venezuela, e o peso argentino. 
Vale lembrar que no ano passado, a moeda norte-americana avançou 29%. Em 2019, havia subido 3,5%
O G1 consultou economistas para analisar os fatores que justificam uma oscilação tão grande do dólar, entre eles o risco fiscal, o fluxo cambial e a transição política nos EUA. 
Na avaliação deles, ainda há espaço para o dólar cair este ano — principalmente se a pandemia for controlada. A expectativa é que a moeda se firme entre R$ 4,70 e R$ 4,90.
Risco fiscal
O mercado está acompanhando de perto o posicionamento político e econômico dos candidatos para presidência da Câmara e do Senado. 
Risco fiscal: entenda o que é e saiba por que a piora das contas públicas preocupa e pode atrapalhar a retomada da economia
Na quinta-feira (21), por exemplo, declarações sobre uma possível volta do auxílio emergencial de Rodrigo Pacheco (DEM-MG) e de Arthur Lira (PP-AL), dois candidatos apoiados pelo presidente Jair Bolsonaro, causaram mal estar entre os investidores por conta do risco fiscal. Com o temor do mercado por novas despesas, o dólar fechou em alta de 0,95% na quinta-feira (21), cotado a R$ 5,3631.
""Os dois disseram também que o teto de gastos não deve ser levado ao pé da letra, deve ser flexibilizado. E isso caiu como uma bomba para o mercado"", avaliou Fernando Bergallo, sócio da FB Capital.
Incertezas da pandemia
A possibilidade de um novo lockdown no Brasil também está provocando uma intensa fuga de capital, quando investidores retiram recursos do país, explicou Vírgina Prestes, professora de finanças da Fundação Armando Alvares Penteado (FAAP). ""Isso acontece quando as pessoas têm aversão a risco e fogem para uma moeda mais forte, como o dólar"", disse.
Para Fernando Bergallo, o mercado teme também a necessidade de novos estímulos financeiros no caso de medidas mais rígidas de isolamento social , o que poderia agravar ainda mais a situação fiscal do país. 
""A gente já viu o peso disso para as contas públicas. Com uma nova onda, fica a dúvida sobre como o governo vai agir. Não estamos lidando com especulação. É o mercado reagindo ao contexto político e econômico"", analisou Bergallo.
Fluxo cambial
Em 2020, a retirada de dólares da economia brasileira superou o ingresso em US$ 27,923 bilhões, segundo o Banco Central.
Foi a segunda maior retirada de recursos da economia brasileira, atrás apenas do resultado registrado em 2019, quando US$ 44,768 bilhões deixaram o país.
Segundo analistas, resultado se deve ao movimento de investidores de procura por aplicações mais seguras em meio à pandemia, além de declarações de autoridades da área econômica, que estimularam a alta do dólar, e à remessas de recursos por brasileiros ao exterior para pagamento de dívidas.
Posse de Biden
Parte da instabilidade do dólar se deve à tensão nos EUA por conta da saída de Donald Trump do governo e posse de Joe Biden como 46º presidente do país, em 20 de janeiro. Duas semanas antes da posse, em 6 de janeiro, apoiadores de Trump invadiram o Congresso. 
Com a reação do mercado, no dia seguinte (7 de janeiro), o dólar fechou em alta de 1,77% (R$ 5,3984). Naquela semana, o avanço acumulado foi de 4,07%.
Segundo Virgínia, logo após o ataque, houve muita aversão a risco e fuga de capital. Após transição, contudo, a moeda norte-americana deve cair. 
""O mercado enxerga que a vitória de Biden deve gerar uma queda do dólar contra as principais moedas. O presidente democrata é mais maleável com políticas internacionais"", explicou.
Barreiras diplomáticas
Após a divulgação dos calendários de vacinação pelas prefeituras de todo país, problemas diplomáticos com Índia e China atrapalharam o envio de imunizantes e insumos para o Brasil.
Na quinta-feira (20), o governo da Índia autorizou as exportações comerciais das vacinas de Oxford produzidas no Instituto Serum, e o Brasil deve receber 2 milhões de doses ainda nesta sexta (22).
O ministro da Saúde, Eduardo Pazuello, disse na quinta-feira (21) que o embaixador da China no Brasil, Yang Wanming, vai ajudar a ""destravar"" a burocracia para envio de insumos de vacinas contra a Covid-19 ao Brasil. 
Com o risco de o programa de imunização não ser cumprido, o mercado volta a temer o agravamento da Covid-19 e, consequentemente, a necessidade de novos lockdowns e estímulos financeiros.
Vídeos: Últimas notícias de Economia",https://g1.globo.com/economia/dolar/noticia/2021/01/22/para-onde-o-dolar-vai-em-2021-entenda-os-fatores-que-pesam-no-cambio.ghtml,G1 - Economia,https://s2.glbimg.com/60eDckkwG56XfpqQFjcuYNyBl8k=/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/i/A/TUBKYgRmKfbNo8K5ADBQ/111156812-dolargettyimages-1136006361.jpg,business,pt,br,2021-01-22T20:36:10+00:00
Reuters,Dólar tem maior série de baixas desde novembro em semana marcada por Copom e Fed,"O real revezou com a lira turca o posto de moeda com melhor desempenho global nesta sessão, depois das decisões de juros nos dois paísesThe post Dólar tem maior série de baixas desde novembro em semana marcada por Copom e Fed appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/dolar-tem-maior-serie-de-baixas-desde-novembro-em-semana-marcada-por-copom-e-fed/,InfoMoney,,business,pt,br,2021-03-19T23:00:36+00:00
Ricardo Bonfim,Ibovespa Futuro cai em meio a renovadas tensões EUA-China; dólar sobe,"Também em destaque, na Europa, mais uma vez não houve sucesso em um acordo comercial entre União Europeia e Reino Unido após o Brexit
The post Ibovespa Futuro cai em meio a renovadas tensões EUA-China; dólar sobe appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-cai-em-meio-a-renovadas-tensoes-eua-china-dolar-sobe/,InfoMoney,,business,pt,br,2020-12-07T12:18:53+00:00
Reuters,Dólar abandona queda e salta 1% com noticiário político-fiscal; volatilidade dispara,"A reviravolta no câmbio a partir do fim da manhã refletiu forte reação do mercado a declarações do candidato à presidência do Senado Rodrigo Pacheco
The post Dólar abandona queda e salta 1% com noticiário político-fiscal; volatilidade dispara appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/dolar-abandona-queda-e-salta-1-com-noticiario-politico-fiscal-volatilidade-dispara/,InfoMoney,,business,pt,br,2021-01-21T21:42:51+00:00
Agência Estado,Bolsonaro ressalta queda no dólar e pede a governadores que não fechem comércio,"""O Brasil foi um dos países que melhor se saiu no tocante ao combate à covid. Melhor se saiu na questão econômica, por assim dizer"", disse o presidente
The post Bolsonaro ressalta queda no dólar e pede a governadores que não fechem comércio appeared first on InfoMoney.",https://www.infomoney.com.br/economia/bolsonaro-ressalta-queda-no-dolar-e-pede-a-governadores-que-nao-fechem-comercio/,InfoMoney,,business,pt,br,2020-12-11T12:56:00+00:00
Beatriz Cutait,"Não aposte contra o dólar, mas reforce a exposição global de sua carteira: confira as recomendações de gestores","Apesar de alta de juros no Brasil, gestores de patrimônio sugerem cautela com apostas direcionais no câmbio, mas reforçam o valor da diversificaçãoThe post Não aposte contra o dólar, mas reforce a exposição global de sua carteira: confira as recomendações de gestores appeared first on InfoMoney.",https://www.infomoney.com.br/onde-investir/sem-apostas-contra-o-dolar-porem-com-reforco-na-exposicao-global-confira-as-recomendacoes-de-gestores/,InfoMoney,,business,pt,br,2021-03-22T18:14:00+00:00
Ricardo Bonfim,"Ibovespa Futuro sobe com expectativas por pacote trilionário de Biden; dólar cai a R$ 5,27","Pré-market indica dia levemente positivo na esteira de um cenário internacional mais promissor
The post Ibovespa Futuro sobe com expectativas por pacote trilionário de Biden; dólar cai a R$ 5,27 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-expectativas-por-pacote-trilionario-de-biden-dolar-cai-a-r-527/,InfoMoney,,business,pt,br,2021-01-14T12:17:00+00:00
Ricardo Bonfim,"Ibovespa sobe com vacinas e estímulos apesar de intervenção de Trump; dólar cai a R$ 5,15","Mercado registra ganhos na última sessão antes do feriado de Natal
The post Ibovespa sobe com vacinas e estímulos apesar de intervenção de Trump; dólar cai a R$ 5,15 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-sobe-com-vacinas-e-estimulos-apesar-de-intervencao-de-trump-dolar-cai-a-r-515/,InfoMoney,,business,pt,br,2020-12-23T13:17:34+00:00
Ricardo Bonfim,"Ibovespa Futuro sobe com avanço da vacinação e de estímulos globais; dólar cai a R$ 5,13","Pré-market registra ganhos em uma continuidade do rali de fim de ano que tomou conta em 2020
The post Ibovespa Futuro sobe com avanço da vacinação e de estímulos globais; dólar cai a R$ 5,13 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-futuro-sobe-com-avanco-da-vacinacao-e-de-estimulos-globais-dolar-cai-a-r-513/,InfoMoney,,business,pt,br,2021-01-04T12:14:26+00:00
Estadão Conteúdo,"Petróleo é commodity, cobrada em dólar e não há como fugir, diz Castello Branco","Presidente da Petrobras defendeu novamente a política de preços de combustíveis da estatalThe post Petróleo é commodity, cobrada em dólar e não há como fugir, diz Castello Branco appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/petroleo-e-commodity-cobrada-em-dolar-e-nao-ha-como-fugir-diz-castello-branco/,InfoMoney,,business,pt,br,2021-02-25T15:20:00+00:00
Ricardo Bonfim,"Ibovespa cai com investidores cautelosos antes de decisões de Copom e Fomc; dólar sobe a R$ 5,66","Mercado registra perdas em dia de muita atenção a política monetária enquanto yields dos treasuries disparamThe post Ibovespa cai com investidores cautelosos antes de decisões de Copom e Fomc; dólar sobe a R$ 5,66 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-cai-com-investidores-cautelosos-antes-de-decisoes-de-copom-e-fomc-dolar-sobe-a-r-566/,InfoMoney,,business,pt,br,2021-03-17T13:14:00+00:00
Ricardo Bonfim,"Ibovespa contraria pré-market e sobe com notícias de vacina; dólar cai a R$ 5,21","Mercado registra desempenho positivo estendendo os ganhos do dia anterior
The post Ibovespa contraria pré-market e sobe com notícias de vacina; dólar cai a R$ 5,21 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-contraria-pre-market-e-sobe-com-noticias-de-vacina-dolar-cai-a-r-521/,InfoMoney,,business,pt,br,2020-12-02T13:19:33+00:00
Ricardo Bonfim,Ibovespa tem leve alta com expectativa por estímulo nos EUA; dólar sobe antes de leilão do BC,"Mercado registra desempenho errático em meio à expectativa por leilão do BC
The post Ibovespa tem leve alta com expectativa por estímulo nos EUA; dólar sobe antes de leilão do BC appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-tem-leve-alta-com-expectativa-por-estimulo-nos-eua-dolar-sobe-antes-de-leilao-do-bc/,InfoMoney,,business,pt,br,2020-12-18T13:20:13+00:00
Ricardo Bonfim,"Ibovespa sobe com início da vacinação e novidade sobre estímulos nos EUA; dólar cai a R$ 5,03","Mercado registra desempenho positivo diante do noticiário internacional, enquanto investidores esperam pela LDO aqui
The post Ibovespa sobe com início da vacinação e novidade sobre estímulos nos EUA; dólar cai a R$ 5,03 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-sobe-com-inicio-da-vacinacao-e-novidade-sobre-estimulos-nos-eua-dolar-cai-a-r-503/,InfoMoney,,business,pt,br,2020-12-14T13:18:43+00:00
Anderson Figo,"Em dólar, Ibovespa tem pior desempenho entre índices de ações da América Latina e BRICs em 2020","Especialistas apostam na volta dos estrangeiros para a Bolsa brasileira a partir de 2021 e são otimistas; veja as análises
The post Em dólar, Ibovespa tem pior desempenho entre índices de ações da América Latina e BRICs em 2020 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/em-dolar-ibovespa-tem-pior-desempenho-entre-indices-de-acoes-da-america-latina-e-brics-em-2020/,InfoMoney,,business,pt,br,2020-12-31T10:30:26+00:00
rodrigoumpieres,"Ibovespa opera próximo da estabilidade entre resultados e indicadores nos EUA; dólar sobe a R$ 5,44","Índice abriu em alta, mas sem muita força enquanto investidores digerem bateria de resultados e ficam de olho a dados nos Estados UnidosThe post Ibovespa opera próximo da estabilidade entre resultados e indicadores nos EUA; dólar sobe a R$ 5,44 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-opera-proximo-da-estabilidade-entre-resultados-e-indicadores-nos-eua-dolar-sobe-a-r-544/,InfoMoney,,business,pt,br,2021-02-25T13:18:29+00:00
Ricardo Bonfim,"Ibovespa fecha em queda pressionado por exterior; dólar cai a R$ 5,57 repercutindo Copom","Mercado encerra sessão com perdas devido ao sell-off que tomou conta das bolsas nos EUAThe post Ibovespa fecha em queda pressionado por exterior; dólar cai a R$ 5,57 repercutindo Copom appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-queda-pressionado-por-exterior-dolar-cai-a-r-557-repercutindo-copom/,InfoMoney,,business,pt,br,2021-03-18T20:21:45+00:00
Reuters,"Dólar futuro supera R$ 5,85 após choque do mercado com decisão de Fachin sobre Lula","Nas operações interbancárias, o dólar fechou em alta de 1,66%, a R$ 5,7787 na venda - maior nível desde 15 de maio do ano passado (R$ 5,8392)The post Dólar futuro supera R$ 5,85 após choque do mercado com decisão de Fachin sobre Lula appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/dolar-futuro-supera-r-585-apos-choque-do-mercado-com-decisao-de-fachin-sobre-lula/,InfoMoney,,business,pt,br,2021-03-08T21:15:41+00:00
Agência Estado,Citi: retomada e dólar fraco devem impulsionar Bolsas na América Latina no 1º semestre,"Para o banco, região está bem posicionada para se beneficiar de maior rotação de valor global em 2021
The post Citi: retomada e dólar fraco devem impulsionar Bolsas na América Latina no 1º semestre appeared first on InfoMoney.",https://www.infomoney.com.br/onde-investir/citi-retomada-e-dolar-fraco-devem-impulsionar-bolsas-na-america-latina-no-1o-semestre/,InfoMoney,,business,pt,br,2020-12-21T16:02:00+00:00
Ricardo Bonfim,"Ibovespa opera entre perdas e ganhos com atenções a política americana, coronavírus e Fed; dólar opera estável","Mercado registra desempenho errático à espera de novos fatos
The post Ibovespa opera entre perdas e ganhos com atenções a política americana, coronavírus e Fed; dólar opera estável appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-opera-entre-perdas-e-ganhos-com-atencoes-a-politica-americana-coronavirus-e-fed-dolar-opera-estavel/,InfoMoney,,business,pt,br,2021-01-13T13:14:08+00:00
Ricardo Bonfim,"Ibovespa fecha em alta com ações de commodities ofuscando preocupações com coronavírus; dólar cai a R$ 5,26","Mercado voltou aos 119 mil pontos após a queda registrada no pregão anterior
The post Ibovespa fecha em alta com ações de commodities ofuscando preocupações com coronavírus; dólar cai a R$ 5,26 appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-fecha-em-alta-com-acoes-de-commodities-ofuscando-preocupacoes-com-coronavirus-dolar-cai-a-r-526/,InfoMoney,,business,pt,br,2021-01-05T21:27:38+00:00
Ricardo Bonfim,"Ibovespa sobe com atenção a resultados de empresas e política, e se descola do exterior; dólar vira para queda","Mercado mostra desempenho positivo na esteira da temporada de balanços e com expectativa por indicadores econômicosThe post Ibovespa sobe com atenção a resultados de empresas e política, e se descola do exterior; dólar vira para queda appeared first on InfoMoney.",https://www.infomoney.com.br/mercados/ibovespa-sobe-com-atencao-a-resultados-de-empresas-e-politica-e-se-descola-do-exterior-dolar-vira-para-queda/,InfoMoney,,business,pt,br,2021-02-26T13:13:23+00:00
